,open,high,low,close,adjclose,volume,ticker,adjclose_15,true_adjclose_15,buy_profit,sell_profit
1998-02-25,5.46875,5.541666507720947,5.260416507720947,5.489583492279053,5.489583492279053,6745200,AMZN,1.7130228,7.109374999999999,-3.776560664176941,0.0
1998-03-02,6.322916507720947,6.4375,6.25,6.354166507720947,6.354166507720947,10957200,AMZN,-0.30909958,6.984375,-6.663266092538834,0.0
1998-03-03,6.291666507720947,6.3125,5.958333492279053,5.979166507720947,5.979166507720947,8016000,AMZN,0.90616226,7.020833492279052,-5.073004245758057,0.0
1998-03-10,7.125,7.354166507720947,6.90625,6.92578125,6.92578125,24750000,AMZN,2.3702836,7.127604007720947,-4.555497646331787,0.0
1998-03-16,6.630208492279053,6.729166507720947,6.583333492279053,6.583333492279053,6.583333492279053,3312000,AMZN,3.1478975,7.385416507720947,-3.4354360103607178,0.0
1998-03-20,7.0,7.072916507720947,6.927083492279053,7.0,7.0,6412800,AMZN,5.517193,7.859375,-1.4828071594238281,0.0
1998-03-26,6.8125,6.979166507720947,6.625,6.895833492279053,6.895833492279053,7878000,AMZN,4.1126165,7.90625,-2.783216953277588,0.0
1998-04-01,7.104166507720947,7.53125,7.002604007720947,7.510416507720947,7.510416507720947,14451600,AMZN,4.4744124,6.749999999999999,0.0,3.036004066467285
1998-04-09,7.697916507720947,8.0,7.635416507720947,7.9375,7.9375,16034400,AMZN,3.641672,7.875,0.0,4.295828104019165
1998-04-15,8.166666984558105,8.333333015441895,7.875,8.010416984558105,8.010416984558105,11192400,AMZN,3.286188,7.53125,0.0,4.724229097366333
1998-04-16,8.010416984558105,8.276041984558105,7.765625,8.208333015441895,8.208333015441895,16244400,AMZN,3.765444,7.583333492279052,0.0,4.442888975143433
1998-04-23,7.25,7.25,6.708333492279053,6.75,6.75,12253200,AMZN,3.5805485,7.630208492279052,-3.1694514751434326,0.0
1998-05-05,7.833333492279053,7.958333492279053,7.760416507720947,7.809895992279053,7.809895992279053,5998800,AMZN,4.6808753,7.21875,0.0,3.1290206909179688
1998-05-06,7.833333492279053,7.833333492279053,7.510416507720947,7.53125,7.53125,7438800,AMZN,5.463802,7.161458492279053,0.0,2.067448139190674
1998-05-07,7.583333492279053,7.75,7.354166507720947,7.583333492279053,7.583333492279053,13887600,AMZN,5.7059283,7.34375,0.0,1.8774051666259766
1998-05-15,7.65625,7.708333492279053,7.458333492279053,7.46875,7.46875,4628400,AMZN,6.375761,7.708333492279054,-1.0929889678955078,0.0
1998-05-20,7.53125,7.625,7.354166507720947,7.385416507720947,7.385416507720947,4048800,AMZN,7.4236436,10.416666984558105,0.038227081298828125,0.0
1998-05-29,7.15625,7.416666507720947,7.125,7.34375,7.34375,8641200,AMZN,4.2645836,12.635416984558105,-3.0791664123535156,0.0
1998-06-02,7.270833492279053,7.416666507720947,6.916666507720947,7.28125,7.28125,8201400,AMZN,2.172711,15.447916984558105,-5.10853910446167,0.0
1998-06-03,7.479166507720947,7.541666507720947,7.0,7.041666507720947,7.041666507720947,6581400,AMZN,3.3777678,16.63541603088379,-3.6638987064361572,0.0
1998-06-05,7.291666507720947,7.395833492279053,7.1875,7.375,7.375,3427200,AMZN,5.302945,15.708333015441893,-2.072054862976074,0.0
1998-06-08,7.302083492279053,7.71875,7.25,7.708333492279053,7.708333492279053,5463000,AMZN,5.5690055,16.45833396911621,-2.1393280029296875,0.0
1998-06-12,10.583333015441895,10.583333015441895,9.708333015441895,10.166666984558105,10.166666984558105,21655800,AMZN,3.888322,23.25,-6.2783448696136475,0.0
1998-06-18,13.5,13.75,11.958333015441895,12.020833015441895,12.020833015441895,31639800,AMZN,5.950317,16.58333396911621,-6.070516109466553,0.0
1998-07-02,19.29166603088379,20.91666603088379,18.75,20.66666603088379,20.66666603088379,52279800,AMZN,24.725094,20.70833396911621,4.058427810668945,0.0
1998-07-24,21.54166603088379,21.91666603088379,19.5,20.70833396911621,20.70833396911621,28974000,AMZN,21.183144,20.45833396911621,0.0,-0.4748096466064453
1998-08-07,18.54166603088379,19.8125,18.22916603088379,19.33333396911621,19.33333396911621,23433000,AMZN,18.11114,17.6484375,0.0,1.2221946716308594
1998-08-13,21.77083396911621,22.5,21.16666603088379,21.25,21.25,24629400,AMZN,18.676638,14.312499999999998,0.0,2.573362350463867
1998-08-20,21.04166603088379,21.625,20.91666603088379,21.52083396911621,21.52083396911621,15886200,AMZN,18.107117,12.677083015441895,0.0,3.413717269897461
1998-08-21,21.20833396911621,21.71354103088379,20.54166603088379,21.61458396911621,21.61458396911621,15136200,AMZN,18.452843,12.28125,0.0,3.161741256713867
1998-09-17,13.40625,13.916666984558105,12.75,12.833333015441895,12.833333015441895,42457800,AMZN,12.461433,14.364583015441895,-0.3718996047973633,0.0
1998-09-24,17.85416603088379,19.47916603088379,16.91666603088379,17.02083396911621,17.02083396911621,51124200,AMZN,18.328255,16.17708396911621,0.0,-1.3074207305908203
1998-10-09,15.041666984558105,15.3125,13.958333015441895,15.197916984558105,15.197916984558105,20727000,AMZN,17.38868,21.07291603088379,2.190762519836426,0.0
1998-10-12,16.1875,16.83333396911621,15.5,15.53125,15.53125,21817200,AMZN,20.131105,21.83333396911621,4.599855422973633,0.0
1998-10-14,15.177083015441895,16.27083396911621,14.958333015441895,15.583333015441895,15.583333015441895,15590400,AMZN,17.927296,21.63541603088379,2.3439626693725586,0.0
1998-10-15,15.708333015441895,16.3125,15.416666984558105,16.17708396911621,16.17708396911621,16971000,AMZN,18.521145,21.41666603088379,2.3440608978271484,0.0
1998-10-30,21.10416603088379,21.63541603088379,20.77083396911621,21.07291603088379,21.07291603088379,21182400,AMZN,17.728067,30.10416603088379,-3.3448486328125,0.0
1998-11-19,28.5,29.25,25.5,25.54166603088379,25.54166603088379,38895600,AMZN,28.133804,37.16666793823242,2.5921382904052734,0.0
1998-11-23,31.8125,36.41666793823242,31.01041603088379,36.33333206176758,36.33333206176758,67781400,AMZN,40.073936,40.45833206176758,3.7406044006347656,0.0
1998-11-25,36.08333206176758,37.25,34.16666793823242,35.05208206176758,35.05208206176758,27522600,AMZN,36.147625,46.125,1.0955429077148438,0.0
1998-12-01,30.91666603088379,34.95833206176758,30.33333396911621,34.91666793823242,34.91666793823242,47154600,AMZN,42.616634,53.72916793823242,7.6999664306640625,0.0
1998-12-02,34.48958206176758,34.58333206176758,32.92708206176758,33.25,33.25,29649000,AMZN,39.58103,54.16666793823242,6.331031799316406,0.0
1998-12-08,31.60416603088379,34.3125,31.41666603088379,34.01041793823242,34.01041793823242,25549800,AMZN,40.026253,53.54166793823242,6.015834808349609,0.0
1998-12-10,36.27083206176758,37.33333206176758,34.9375,35.52083206176758,35.52083206176758,30361800,AMZN,41.150513,59.15624999999999,5.629680633544922,0.0
1998-12-11,35.01041793823242,37.33333206176758,35.0,37.16666793823242,37.16666793823242,25467600,AMZN,41.3463,62.25,4.179630279541016,0.0
1998-12-17,44.0,48.58333206176758,43.42708206176758,46.125,46.125,67635000,AMZN,54.998913,92.3125,8.873912811279297,0.0
1999-01-05,54.78125,64.875,53.25,62.25,62.25,62873200,AMZN,67.43639,62.81249999999999,5.186393737792969,0.0
1999-01-22,49.75,62.9375,49.375,61.5,61.5,43765800,AMZN,70.7091,52.25,0.0,-9.209098815917969
1999-01-25,60.75,61.6875,55.0,56.1875,56.1875,27323800,AMZN,71.169235,49.3125,0.0,-14.981735229492188
1999-01-28,63.21875,64.375,60.125,61.4375,61.4375,23750600,AMZN,67.674286,50.9375,0.0,-6.236785888671875
1999-01-29,60.8125,60.8125,57.5,58.46875,58.46875,16396000,AMZN,61.54269,53.25,0.0,-3.0739402770996094
1999-02-02,58.1875,58.21875,54.25,55.125,55.125,13048600,AMZN,59.43985,55.46875,4.314849853515625,0.0
1999-02-08,57.1875,57.5625,52.875,54.5625,54.5625,12598200,AMZN,52.97337,60.65625,-1.5891304016113281,0.0
1999-02-10,49.125,51.6875,47.5,48.71875,48.71875,13205000,AMZN,49.798267,60.0625,1.0795173645019531,0.0
1999-02-12,54.0,54.9375,51.8125,52.25,52.25,7765400,AMZN,54.639324,61.09375,2.389324188232422,0.0
1999-02-23,55.0625,58.5,54.75,57.59375,57.59375,21139200,AMZN,52.425365,66.90625,-5.168384552001953,0.0
1999-02-26,63.375,65.0,60.5,64.0625,64.0625,25365400,AMZN,57.07232,67.53125,-6.990180969238281,0.0
1999-03-10,68.375,69.46875,67.0,68.5625,68.5625,14117600,AMZN,69.73354,86.09375,1.1710433959960938,0.0
1999-03-18,66.4375,70.0,66.1875,69.21875,69.21875,12300200,AMZN,68.768036,91.4375,-0.450714111328125,0.0
1999-03-19,70.9375,71.53125,67.5,67.53125,67.53125,10725200,AMZN,71.948135,92.21875,4.4168853759765625,0.0
1999-03-29,75.0,75.75,74.0,74.8125,74.8125,18888000,AMZN,71.65736,86.0,-3.1551437377929688,0.0
1999-04-09,89.0625,93.0,87.875,91.4375,91.4375,6839000,AMZN,90.22451,86.03125,0.0,1.2129898071289062
1999-04-20,78.65625,87.15625,76.75,86.0,86.0,20005000,AMZN,80.16103,74.1875,0.0,5.838966369628906
1999-04-26,104.5,107.9375,102.0,103.59375,103.59375,13985000,AMZN,102.969925,68.8125,0.0,0.6238250732421875
1999-05-05,71.9375,74.125,66.9375,73.25,73.25,27709800,AMZN,71.7892,60.46875000000001,0.0,1.4608001708984375
1999-05-14,66.5625,67.375,64.90625,66.1875,66.1875,11266800,AMZN,63.272873,58.6875,0.0,2.9146270751953125
1999-05-18,68.21875,68.75,65.46875,66.3125,66.3125,12407800,AMZN,66.07645,57.0,0.0,0.236053466796875
1999-05-21,65.375,66.0,62.875,64.28125,64.28125,8005600,AMZN,60.69033,46.0,0.0,3.5909194946289062
1999-05-26,56.59375,60.9375,52.25,60.46875,60.46875,21158600,AMZN,56.668705,56.46875,0.0,3.8000450134277344
1999-05-27,59.8125,60.28125,57.0,57.28125,57.28125,13573400,AMZN,57.512753,55.65624999999999,0.0,-0.23150253295898438
1999-06-02,52.375,57.5,48.5625,56.0625,56.0625,36906400,AMZN,49.67518,58.87500000000001,-6.387321472167969,0.0
1999-06-04,52.8125,55.0,50.8125,54.21875,54.21875,19491800,AMZN,50.337383,55.09375,-3.881366729736328,0.0
1999-06-08,60.0,60.6875,55.1875,55.78125,55.78125,13844400,AMZN,53.1883,58.03125000000001,-2.5929489135742188,0.0
1999-06-11,57.5625,58.5,52.375,52.90625,52.90625,13886600,AMZN,50.70778,62.03125,-2.1984710693359375,0.0
1999-06-16,50.65625,56.5,50.5,55.84375,55.84375,21707200,AMZN,54.3396,62.6875,-1.504150390625,0.0
1999-07-15,67.5,70.75,66.6875,69.78125,69.78125,22763000,AMZN,68.564835,48.625,0.0,1.2164154052734375
1999-07-22,58.21875,58.5625,52.375,53.40625,53.40625,57547200,AMZN,57.85764,45.875,0.0,-4.451389312744141
1999-07-28,50.9921875,53.0625,49.8125,52.875,52.875,25783600,AMZN,49.85476,56.5625,-3.0202407836914062,0.0
1999-08-02,49.1875,51.0625,46.96875,47.0,47.0,16967800,AMZN,46.825287,59.1875,-0.174713134765625,0.0
1999-08-05,43.78125,49.0,41.0,48.625,48.625,37517000,AMZN,44.841457,64.28125,-3.7835426330566406,0.0
1999-08-10,42.6875,46.09375,41.0,45.5,45.5,23195000,AMZN,40.922062,62.1875,-4.577938079833984,0.0
1999-08-11,46.1875,47.625,42.59375,45.46875,45.46875,25655000,AMZN,43.32468,59.53125,-2.1440696716308594,0.0
1999-08-12,45.5,47.875,44.6875,45.875,45.875,13140800,AMZN,44.47206,60.0625,-1.4029388427734375,0.0
1999-08-23,57.96875,60.25,57.875,59.1875,59.1875,19206000,AMZN,57.05062,66.0,-2.1368789672851562,0.0
1999-08-24,58.0,62.75,57.96875,60.03125,60.03125,25010000,AMZN,56.796158,65.5625,-3.2350921630859375,0.0
1999-08-30,63.78125,65.0,58.9375,59.625,59.625,18494400,AMZN,58.34318,62.25,-1.2818183898925781,0.0
1999-09-10,65.9375,68.0,64.875,66.5,66.5,12420900,AMZN,70.17151,77.25,3.6715087890625,0.0
1999-09-22,62.875,66.5,60.6875,66.0,66.0,10037500,AMZN,65.46088,79.9375,-0.53912353515625,0.0
1999-09-29,66.5,85.0,65.75,80.75,80.75,79374400,AMZN,78.60533,80.5,0.0,2.1446685791015625
1999-10-01,77.0,79.25,76.65625,77.25,77.25,10430300,AMZN,75.86813,78.625,-1.381866455078125,0.0
1999-10-04,79.4375,79.75,75.75,77.0625,77.0625,9757400,AMZN,75.15564,82.75,-1.9068603515625,0.0
1999-10-05,77.125,79.75,74.75,78.4375,78.4375,16420100,AMZN,73.818344,81.25,-4.6191558837890625,0.0
1999-10-13,82.5,85.0,79.5625,79.9375,79.9375,11561800,AMZN,79.5498,65.8125,0.0,0.38770294189453125
1999-10-15,75.875,77.0625,73.9375,75.0625,75.0625,12186900,AMZN,77.79073,64.9375,0.0,-2.7282333374023438
1999-10-19,77.625,78.25,75.625,76.625,76.625,7780000,AMZN,83.54092,70.8125,0.0,-6.915916442871094
1999-10-20,78.3125,80.625,76.34375,80.5,80.5,7735500,AMZN,85.817314,72.0,0.0,-5.317314147949219
1999-10-29,72.75,72.8125,69.25,70.625,70.625,9688800,AMZN,71.22202,77.9375,0.5970230102539062,0.0
1999-11-12,73.75,75.0,70.8125,74.9375,74.9375,10319600,AMZN,69.33866,87.75,-5.598838806152344,0.0
1999-11-19,77.875,78.125,76.0625,77.9375,77.9375,5760600,AMZN,75.95432,102.5,-1.9831771850585938,0.0
1999-11-29,95.5,96.875,90.125,90.4375,90.4375,18053700,AMZN,89.63821,97.0,-0.7992935180664062,0.0
1999-12-13,106.625,106.625,101.5,102.5,102.5,8653700,AMZN,100.8153,81.9375,0.0,1.6847000122070312
1999-12-23,98.0,99.0,89.0625,90.0,90.0,12914600,AMZN,93.97765,64.25,0.0,-3.9776535034179688
2000-01-13,64.9375,67.1875,63.125,65.9375,65.9375,10448100,AMZN,62.530556,78.5625,-3.4069442749023438,0.0
2000-01-14,66.75,68.625,64.0,64.25,64.25,6853600,AMZN,64.87052,75.0,0.6205215454101562,0.0
2000-01-21,64.625,64.625,60.0,62.0625,62.0625,11461900,AMZN,57.855087,76.1875,-4.2074127197265625,0.0
2000-02-23,64.875,71.75,64.6875,70.4375,70.4375,8441200,AMZN,74.39404,63.75,0.0,-3.95654296875
2000-02-24,70.5625,71.375,65.625,68.4375,68.4375,5869300,AMZN,73.14225,66.25,0.0,-4.704750061035156
2000-03-17,66.0625,66.375,64.5,64.8125,64.8125,5298500,AMZN,62.754585,67.5625,-2.0579147338867188,0.0
2000-03-24,74.625,75.25,71.3125,72.6875,72.6875,9746000,AMZN,68.98972,46.875,0.0,3.6977767944335938
2000-03-31,66.75,67.125,63.0,67.0,67.0,5115500,AMZN,67.27808,49.8125,0.0,-0.27808380126953125
2000-04-03,65.4375,65.6875,62.0,63.5625,63.5625,4865400,AMZN,64.20658,52.4375,0.0,-0.6440811157226562
2000-04-06,63.4375,65.5,61.875,64.25,64.25,6032700,AMZN,66.94296,55.1875,0.0,-2.692962646484375
2000-04-26,53.3125,57.4375,52.453125,53.5,53.5,12006400,AMZN,54.46795,61.00000000000001,0.9679489135742188,0.0
2000-04-27,49.3125,55.25,48.5,52.875,52.875,11266000,AMZN,44.66085,55.37500000000001,-8.214149475097656,0.0
2000-05-01,56.0,60.3125,55.25,59.9375,59.9375,8578500,AMZN,55.262104,51.875,0.0,4.675395965576172
2000-05-08,56.8125,59.25,55.4375,56.015625,56.015625,3950000,AMZN,56.192814,51.75,0.0,-0.17718887329101562
2000-05-19,54.625,55.75,52.25,52.625,52.625,4610900,AMZN,49.31296,48.4375,0.0,3.3120384216308594
2000-05-30,47.3125,51.875,47.3125,51.75,51.75,5613200,AMZN,50.47231,46.125,0.0,1.2776908874511719
2000-06-07,51.875,52.1875,50.125,51.8125,51.8125,3841200,AMZN,45.34746,37.875,0.0,6.465038299560547
2000-06-12,52.1875,52.1875,47.0,48.4375,48.4375,3986000,AMZN,45.15541,37.0,0.0,3.2820892333984375
2000-06-15,47.0,47.9375,45.3125,46.3125,46.3125,3554700,AMZN,47.491753,36.125,0.0,-1.1792526245117188
2000-07-06,36.875,37.375,34.75,36.0625,36.0625,6767100,AMZN,32.62727,31.375000000000004,0.0,3.435230255126953
2000-07-11,35.1875,35.25,32.625,33.125,33.125,9896500,AMZN,30.688942,30.25,0.0,2.4360580444335938
2000-07-19,41.5,41.5625,39.0,40.875,40.875,4743700,AMZN,35.095375,30.874999999999996,0.0,5.779624938964844
2000-07-20,40.9375,43.375,39.5,40.3125,40.3125,6945700,AMZN,37.73731,30.4375,0.0,2.5751914978027344
2000-07-25,36.75,38.75,33.25,37.625,37.625,27752500,AMZN,32.403316,37.5625,0.0,5.221683502197266
2000-08-17,38.0,39.0625,36.875,38.25,38.25,4974100,AMZN,33.86578,42.9375,-4.384220123291016,0.0
2000-08-22,38.125,38.1875,36.0625,36.5,36.5,3508200,AMZN,33.81983,42.4375,-2.6801681518554688,0.0
2000-08-31,43.125,43.1875,41.4375,41.5,41.5,4616300,AMZN,40.304176,41.4375,0.0,1.1958236694335938
2000-09-21,37.4375,40.5,37.25,40.0625,40.0625,7425600,AMZN,38.025593,25.125,0.0,2.036907196044922
2000-09-29,39.0,41.25,37.625,38.4375,38.4375,6517100,AMZN,38.94807,30.8125,0.0,-0.5105705261230469
2000-10-13,24.25,28.875,23.5,28.4375,28.4375,7633400,AMZN,23.192589,37.5625,-5.244911193847656,0.0
2000-11-08,36.0,37.0,33.25,33.875,33.875,5835300,AMZN,35.456146,24.6875,0.0,-1.581146240234375
2000-11-24,26.421875,29.125,26.0625,28.9375,28.9375,7639300,AMZN,26.856049,22.875,0.0,2.081451416015625
2000-12-06,24.6875,26.0,23.625,23.625,23.625,8825800,AMZN,18.372519,17.375,0.0,5.252481460571289
2000-12-07,23.0625,23.4375,20.125,21.375,21.375,10647500,AMZN,16.013376,15.5625,0.0,5.361623764038086
2000-12-15,22.25,24.25,22.0,22.875,22.875,8713700,AMZN,19.446281,16.375,0.0,3.4287185668945312
2001-01-16,18.3125,18.375,17.25,18.0625,18.0625,6017000,AMZN,14.208289,15.8125,0.0,3.85421085357666
2001-01-18,18.375,19.5,17.9375,19.5,19.5,4115800,AMZN,15.64006,14.375000000000002,0.0,3.8599395751953125
2001-02-12,14.125,15.0,13.703125,14.5,14.5,5295300,AMZN,11.985912,11.875,0.0,2.514087677001953
2001-02-14,14.125,14.75,13.5,14.4375,14.4375,8123400,AMZN,12.387712,11.6875,0.0,2.049788475036621
2001-02-15,13.5,14.625,13.5,14.5,14.5,16384500,AMZN,10.604639,12.25,0.0,3.8953609466552734
2001-02-23,11.875,12.0625,11.0625,11.8125,11.8125,5149900,AMZN,9.250034,11.0,0.0,2.5624656677246094
2001-03-01,9.875,10.6875,9.59375,10.4375,10.4375,10996700,AMZN,6.370501,10.1875,0.0,4.0669989585876465
2001-03-05,12.375,13.0625,11.5,12.625,12.625,23500700,AMZN,9.826867,10.9399995803833,0.0,2.79813289642334
2001-03-06,13.078125,14.0,11.25,11.875,11.875,23191500,AMZN,6.3701324,11.640000343322754,0.0,5.5048675537109375
2001-03-08,11.9375,12.0,11.625,11.6875,11.6875,4957600,AMZN,7.3497906,10.0,0.0,4.337709426879883
2001-03-09,11.4375,12.5,11.375,12.25,12.25,8856700,AMZN,7.9295163,10.229999542236328,0.0,4.320483684539795
2001-03-29,10.569999694824219,11.029999732971191,10.0,10.0,10.0,4638400,AMZN,8.4341,15.779999732971191,-1.5658998489379883,0.0
2001-03-30,10.119999885559082,10.84000015258789,9.90999984741211,10.229999542236328,10.229999542236328,3558400,AMZN,8.703027,16.200000762939453,-1.526972770690918,0.0
2001-04-05,9.020000457763672,9.300000190734863,8.720000267028809,9.119999885559082,9.119999885559082,5424200,AMZN,7.4501023,15.27000045776367,-1.6698975563049316,0.0
2001-04-12,13.050000190734863,15.010000228881836,13.0,14.670000076293945,14.670000076293945,11530000,AMZN,8.419213,17.559999465942383,-6.250786781311035,0.0
2001-04-17,13.8100004196167,14.869999885559082,13.75,14.739999771118164,14.739999771118164,5073500,AMZN,8.456718,16.18000030517578,-6.283281326293945,0.0
2001-04-18,15.65999984741211,18.15999984741211,15.550000190734863,16.540000915527344,16.540000915527344,19555000,AMZN,11.665356,15.010000228881834,0.0,4.874645233154297
2001-05-09,15.550000190734863,15.65999984741211,15.0,15.010000228881836,15.010000228881836,4671000,AMZN,12.879513,16.690000534057617,-2.1304874420166016,0.0
2001-05-14,14.529999732971191,14.529999732971191,13.15999984741211,13.329999923706055,13.329999923706055,6194200,AMZN,12.421614,16.440000534057617,-0.90838623046875,0.0
2001-05-25,16.649999618530273,17.530000686645508,16.3700008392334,17.09000015258789,17.09000015258789,6928700,AMZN,13.748813,11.829999923706055,0.0,3.3411874771118164
2001-05-31,15.84000015258789,17.200000762939453,15.75,16.690000534057617,16.690000534057617,9632000,AMZN,11.9602165,13.079999923706055,0.0,4.72978401184082
2001-06-15,13.010000228881836,13.460000038146973,12.300000190734863,12.489999771118164,12.489999771118164,7671600,AMZN,10.785747,15.8100004196167,-1.7042531967163086,0.0
2001-06-21,12.680000305175781,13.199999809265137,12.59000015258789,13.079999923706055,13.079999923706055,9777400,AMZN,9.895197,16.979999542236328,-3.184803009033203,0.0
2001-06-22,13.130000114440918,13.270000457763672,12.380000114440918,12.399999618530273,12.399999618530273,6316700,AMZN,9.58069,16.010000228881836,-2.8193092346191406,0.0
2001-06-25,12.710000038146973,13.140000343322754,12.569999694824219,12.8100004196167,12.8100004196167,6947000,AMZN,9.484955,16.350000381469727,-3.325045585632324,0.0
2001-06-28,14.229999542236328,14.59000015258789,13.770000457763672,14.359999656677246,14.359999656677246,5516700,AMZN,11.011935,16.979999542236328,-3.348064422607422,0.0
2001-07-03,14.489999771118164,14.5,14.0,14.130000114440918,14.130000114440918,2701100,AMZN,11.321892,11.510000228881836,0.0,2.808108329772949
2001-07-16,16.940000534057617,17.420000076293945,16.010000228881836,16.010000228881836,16.010000228881836,7315800,AMZN,13.235786,11.899999618530273,0.0,2.7742137908935547
2001-07-17,15.84000015258789,16.489999771118164,15.829999923706055,16.350000381469727,16.350000381469727,3706200,AMZN,13.151465,11.600000381469727,0.0,3.1985349655151367
2001-07-19,16.149999618530273,16.799999237060547,16.139999389648438,16.489999771118164,16.489999771118164,5212800,AMZN,15.167301,10.460000038146973,0.0,1.3226985931396484
2001-07-23,17.020000457763672,17.1299991607666,15.960000038146973,16.030000686645508,16.030000686645508,8663900,AMZN,14.341477,10.119999885559082,0.0,1.688523292541504
2001-07-24,13.619999885559082,14.0,11.899999618530273,12.0600004196167,12.0600004196167,32572900,AMZN,9.874156,10.529999732971191,0.0,2.1858444213867188
